"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	695	27071	2567.3
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	708	28213	2509.5
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	703	30463	2307.7
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	827	32841	2518.2
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	861	35276	2440.8
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	857	38441	2229.4
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	997	41403	2408.0
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	1046	44908	2329.2
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	1114	48540	2295.0
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	1195	52077	2294.7
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	1245	55999	2223.3
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	1281	60294	2124.6
	"Brain and Other Nervous System"	"31010-31040"	"1-4 years"	"1-4"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	16	465996	3.4
	"Brain and Other Nervous System"	"31010-31040"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	18	440971	4.1
	"Brain and Other Nervous System"	"31010-31040"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	16	474588	3.4
	"Brain and Other Nervous System"	"31010-31040"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	16	481004	3.3
	"Brain and Other Nervous System"	"31010-31040"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	16	483100	3.3
	"Brain and Other Nervous System"	"31010-31040"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	17	517471	3.3
	"Brain and Other Nervous System"	"31010-31040"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	21	593824	3.5
	"Brain and Other Nervous System"	"31010-31040"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	18	740719	2.4
	"Brain and Other Nervous System"	"31010-31040"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	18	695067	2.6
	"Brain and Other Nervous System"	"31010-31040"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	20	650802	3.1
	"Brain and Other Nervous System"	"31010-31040"	"30-34 years"	"30-34"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	16	571101	2.8
	"Brain and Other Nervous System"	"31010-31040"	"30-34 years"	"30-34"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	17	637136	2.7
	"Brain and Other Nervous System"	"31010-31040"	"30-34 years"	"30-34"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	19	657898	2.9
	"Brain and Other Nervous System"	"31010-31040"	"30-34 years"	"30-34"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	19	661614	2.9
	"Brain and Other Nervous System"	"31010-31040"	"30-34 years"	"30-34"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	20	667168	3.0
	"Brain and Other Nervous System"	"31010-31040"	"30-34 years"	"30-34"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	18	674709	2.7
	"Brain and Other Nervous System"	"31010-31040"	"35-39 years"	"35-39"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	17	637270	2.7
	"Brain and Other Nervous System"	"31010-31040"	"35-39 years"	"35-39"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	17	735690	2.3
	"Brain and Other Nervous System"	"31010-31040"	"35-39 years"	"35-39"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	21	767667	2.7
	"Brain and Other Nervous System"	"31010-31040"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	19	485933	3.9
	"Brain and Other Nervous System"	"31010-31040"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	17	642899	2.6
	"Brain and Other Nervous System"	"31010-31040"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	18	682542	2.6
	"Brain and Other Nervous System"	"31010-31040"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	27	692106	3.9
	"Brain and Other Nervous System"	"31010-31040"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	17	690320	2.5
	"Brain and Other Nervous System"	"31010-31040"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	20	461496	4.3
	"Brain and Other Nervous System"	"31010-31040"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	16	485477	3.3
	"Brain and Other Nervous System"	"31010-31040"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	16	610899	2.6
	"Brain and Other Nervous System"	"31010-31040"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	21	643927	3.3
	"Brain and Other Nervous System"	"31010-31040"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	18	445870	4.0
	"Brain and Other Nervous System"	"31010-31040"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	17	469826	3.6
	"Brain and Other Nervous System"	"31010-31040"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	27	525075	5.1
	"Brain and Other Nervous System"	"31010-31040"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	19	567664	3.3
	"Brain and Other Nervous System"	"31010-31040"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	18	579828	3.1
	"Brain and Other Nervous System"	"31010-31040"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	16	595693	2.7
	"Brain and Other Nervous System"	"31010-31040"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	20	619485	3.2
	"Brain and Other Nervous System"	"31010-31040"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	16	637138	2.5
	"Brain and Other Nervous System"	"31010-31040"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	18	531641	3.4
	"Brain and Other Nervous System"	"31010-31040"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	20	566819	3.5
	"Brain and Other Nervous System"	"31010-31040"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	19	604806	3.1
	"Brain and Other Nervous System"	"31010-31040"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	16	641954	2.5
	"Brain and Other Nervous System"	"31010-31040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	16	356351	4.5
	"Brain and Other Nervous System"	"31010-31040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	20	391381	5.1
	"Brain and Other Nervous System"	"31010-31040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	16	450143	3.6
	"Brain and Other Nervous System"	"31010-31040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	21	487592	4.3
	"Brain and Other Nervous System"	"31010-31040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	17	502875	3.4
	"Brain and Other Nervous System"	"31010-31040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	21	518947	4.0
	"Brain and Other Nervous System"	"31010-31040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	17	537866	3.2
	"Brain and Other Nervous System"	"31010-31040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	26	558965	4.7
	"Brain and Other Nervous System"	"31010-31040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	22	572224	3.8
	"Brain and Other Nervous System"	"31010-31040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	27	577659	4.7
	"Brain and Other Nervous System"	"31010-31040"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	19	468047	4.1
	"Brain and Other Nervous System"	"31010-31040"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	22	485985	4.5
	"Brain and Other Nervous System"	"31010-31040"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	18	510275	3.5
	"Brain and Other Nervous System"	"31010-31040"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	19	532571	3.6
	"Brain and Other Nervous System"	"31010-31040"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	22	571930	3.8
	"Brain and Other Nervous System"	"31010-31040"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	20	590654	3.4
	"Brain and Other Nervous System"	"31010-31040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	17	316209	5.4
	"Brain and Other Nervous System"	"31010-31040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	19	354123	5.4
	"Brain and Other Nervous System"	"31010-31040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	21	381414	5.5
	"Brain and Other Nervous System"	"31010-31040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	18	399492	4.5
	"Brain and Other Nervous System"	"31010-31040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	23	456186	5.0
	"Brain and Other Nervous System"	"31010-31040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	17	477161	3.6
	"Brain and Other Nervous System"	"31010-31040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	36	494370	7.3
	"Brain and Other Nervous System"	"31010-31040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	19	512558	3.7
	"Brain and Other Nervous System"	"31010-31040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	21	515964	4.1
	"Brain and Other Nervous System"	"31010-31040"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	17	292538	5.8
	"Brain and Other Nervous System"	"31010-31040"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	17	333161	5.1
	"Brain and Other Nervous System"	"31010-31040"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	17	476458	3.6
	"Brain and Other Nervous System"	"31010-31040"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	21	495577	4.2
	"Brain and Other Nervous System"	"31010-31040"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	21	513517	4.1
	"Brain and Other Nervous System"	"31010-31040"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	20	526486	3.8
	"Brain and Other Nervous System"	"31010-31040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	18	286803	6.3
	"Brain and Other Nervous System"	"31010-31040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	22	340949	6.5
	"Brain and Other Nervous System"	"31010-31040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	20	362932	5.5
	"Brain and Other Nervous System"	"31010-31040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	24	379435	6.3
	"Brain and Other Nervous System"	"31010-31040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	24	395918	6.1
	"Brain and Other Nervous System"	"31010-31040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	19	411530	4.6
	"Brain and Other Nervous System"	"31010-31040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	23	427108	5.4
	"Brain and Other Nervous System"	"31010-31040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	27	441421	6.1
	"Brain and Other Nervous System"	"31010-31040"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	18	220296	8.2
	"Brain and Other Nervous System"	"31010-31040"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	18	258736	7.0
	"Brain and Other Nervous System"	"31010-31040"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	19	321794	5.9
	"Brain and Other Nervous System"	"31010-31040"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	16	352840	4.5
	"Brain and Other Nervous System"	"31010-31040"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	20	384903	5.2
	"Brain and Other Nervous System"	"31010-31040"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	22	421045	5.2
	"Brain and Other Nervous System"	"31010-31040"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	25	441269	5.7
	"Brain and Other Nervous System"	"31010-31040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	23	194350	11.8
	"Brain and Other Nervous System"	"31010-31040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	20	211255	9.5
	"Brain and Other Nervous System"	"31010-31040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	16	224591	7.1
	"Brain and Other Nervous System"	"31010-31040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	16	236723	6.8
	"Brain and Other Nervous System"	"31010-31040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	22	251079	8.8
	"Brain and Other Nervous System"	"31010-31040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	29	271680	10.7
	"Brain and Other Nervous System"	"31010-31040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	32	294675	10.9
	"Brain and Other Nervous System"	"31010-31040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	17	318540	5.3
	"Brain and Other Nervous System"	"31010-31040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	21	346087	6.1
	"Brain and Other Nervous System"	"31010-31040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	24	360180	6.7
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	16	193126	8.3
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	18	202978	8.9
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	16	214582	7.5
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	19	240007	7.9
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	17	269834	6.3
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	20	286167	7.0
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	23	298296	7.7
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	16	120586	13.3
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	17	160466	10.6
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	18	183594	9.8
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	19	194080	9.8
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	16	204841	7.8
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	16	215479	7.4
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	22	227312	9.7
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	23	238715	9.6
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	16	177764	9.0
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	16	185611	8.6
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	20	212663	9.4
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	19	102477	18.5
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	20	138161	14.5
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	18	146998	12.2
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	17	156375	10.9
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	22	166173	13.2
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	20	176454	11.3
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	23	183184	12.6
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	23	157964	14.6
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	17	86970	19.5
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	17	95745	17.8
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	16	110218	14.5
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	16	116159	13.8
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	17	122173	13.9
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	16	65918	24.3
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	26	531452	4.9
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	26	551830	4.7
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	34	560537	6.1
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	32	587823	5.4
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	39	625869	6.2
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	49	650797	7.5
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	38	674223	5.6
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	55	702309	7.8
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	48	724221	6.6
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	46	740719	6.2
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	60	748290	8.0
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	48	753654	6.4
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	50	757841	6.6
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	117	506546	23.1
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	107	535698	20.0
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	133	555430	23.9
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	131	601662	21.8
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	133	650802	20.4
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	130	675896	19.2
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	155	693259	22.4
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	158	708596	22.3
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	156	718890	21.7
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	158	729176	21.7
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	145	743519	19.5
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	167	758264	22.0
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	158	770976	20.5
