"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	181	15113	1197.6
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	90	3649	2466.4
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	84	4383	1916.5
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	87	4394	1980.0
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	92	4431	2076.3
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	118	4700	2510.6
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	101	4903	2060.0
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	93	5185	1793.6
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	119	5505	2161.7
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	125	5916	2112.9
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	132	6295	2096.9
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	133	6834	1946.2
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	141	7413	1902.1
	"All Sites Combined"	"00"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	137	7948	1723.7
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	22	99322	22.2
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	16	105267	15.2
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	16	109754	14.6
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	18	120950	14.9
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	17	125028	13.6
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	20	130478	15.3
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	24	134783	17.8
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	16	139872	11.4
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	19	145863	13.0
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	19	152166	12.5
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	21	153926	13.6
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	34	109826	31.0
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	38	115675	32.9
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	43	117490	36.6
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	40	119955	33.3
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	46	123758	37.2
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	44	125167	35.2
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	51	127520	40.0
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	32	131316	24.4
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	41	135075	30.4
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	37	138700	26.7
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	37	141951	26.1
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	49	143503	34.1
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	42	140924	29.8
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	56	101794	55.0
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	60	110369	54.4
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	90	115562	77.9
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	73	120083	60.8
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	95	126220	75.3
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	75	130824	57.3
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	77	132927	57.9
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	72	134492	53.5
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	95	135712	70.0
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	81	136672	59.3
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	73	136906	53.3
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	80	138821	57.6
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	75	138766	54.0
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	70	84300	83.0
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	98	92789	105.6
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	87	98370	88.4
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	97	104714	92.6
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	110	112367	97.9
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	118	118136	99.9
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	118	123823	95.3
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	117	128628	91.0
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	139	132662	104.8
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	116	136615	84.9
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	118	141102	83.6
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	128	143086	89.5
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	121	140153	86.3
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	92	66514	138.3
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	98	74535	131.5
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	123	80839	152.2
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	106	84890	124.9
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	104	91549	113.6
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	116	97398	119.1
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	107	102470	104.4
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	127	108199	117.4
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	141	114271	123.4
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	128	120070	106.6
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	130	125565	103.5
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	138	131143	105.2
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	139	132619	104.8
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	90	47249	190.5
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	90	52393	171.8
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	94	55565	169.2
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	105	61470	170.8
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	107	67866	157.7
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	107	73618	145.3
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	106	79330	133.6
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	132	85312	154.7
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	152	88766	171.2
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	130	93070	139.7
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	147	98113	149.8
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	142	103253	137.5
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	174	107183	162.3
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	80	35520	225.2
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	69	38700	178.3
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	90	40882	220.1
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	104	43549	238.8
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	91	47459	191.7
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	115	50693	226.9
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	96	53709	178.7
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	103	56589	182.0
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	146	62227	234.6
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	148	67086	220.6
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	153	72281	211.7
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	138	77855	177.3
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	170	82418	206.3
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	55	26903	204.4
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	74	29351	252.1
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	43	31085	138.3
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	77	32616	236.1
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	91	34900	260.7
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	79	36994	213.5
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	90	38731	232.4
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	92	40658	226.3
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	100	43019	232.5
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	122	46097	264.7
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	107	49129	217.8
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	116	52185	222.3
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	151	54210	278.5
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	61	20511	297.4
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	48	22489	213.4
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	53	23329	227.2
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	51	24475	208.4
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	74	25981	284.8
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	55	27061	203.2
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	71	28479	249.3
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	72	29900	240.8
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	83	31150	266.5
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	80	32751	244.3
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	99	34614	286.0
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	93	36348	255.9
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	106	37687	281.3
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	32	14971	213.7
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	46	16491	278.9
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	62	17136	361.8
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	56	17919	312.5
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	52	18932	274.7
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	49	19631	249.6
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	57	20441	278.9
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	48	21031	228.2
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	50	21947	227.8
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	57	22891	249.0
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	55	23836	230.7
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	71	25007	283.9
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	69	25929	266.1
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	30	8872	338.1
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	23	10064	228.5
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	25	10680	234.1
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	33	11329	291.3
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	26	12160	213.8
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	34	12812	265.4
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	34	13362	254.5
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	40	13899	287.8
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	42	14477	290.1
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	38	15061	252.3
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	31	15652	198.1
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	28	16395	170.8
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	35	16897	207.1
	"Breast"	"26000"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	26	7957	326.8
	"Breast"	"26000"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	19	9440	201.3
	"Breast"	"26000"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	22	9614	228.8
	"Breast"	"26000"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	18	10075	178.7
	"Breast"	"26000"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	18	10392	173.2
	"Breast"	"26000"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	24	10967	218.8
	"Breast"	"26000"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	34	11526	295.0
	"Breast"	"26000"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	22	12059	182.4
	"Breast"	"26000"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	30	12677	236.6
	"Breast"	"26000"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	19	13435	141.4
	"Breast"	"26000"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	21	14265	147.2
	"Breast"	"26000"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	33	15113	218.4
	"Cervix Uteri"	"27010"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	18	99322	18.1
	"Cervix Uteri"	"27010"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	16	117490	13.6
	"Cervix Uteri"	"27010"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	17	127520	13.3
	"Cervix Uteri"	"27010"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	27	141951	19.0
	"Cervix Uteri"	"27010"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	19	126220	15.1
	"Cervix Uteri"	"27010"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	19	132927	14.3
	"Cervix Uteri"	"27010"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	22	134492	16.4
	"Cervix Uteri"	"27010"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	17	135712	12.5
	"Cervix Uteri"	"27010"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	18	138821	13.0
	"Cervix Uteri"	"27010"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	17	118136	14.4
	"Cervix Uteri"	"27010"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	19	136615	13.9
	"Cervix Uteri"	"27010"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	16	140153	11.4
	"Colon and Rectum"	"21041-21052"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	17	115562	14.7
	"Colon and Rectum"	"21041-21052"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	19	130824	14.5
	"Colon and Rectum"	"21041-21052"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	19	132927	14.3
	"Colon and Rectum"	"21041-21052"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	19	136672	13.9
	"Colon and Rectum"	"21041-21052"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	16	136906	11.7
