"Cancer Sites"	"Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Rectosigmoid Junction"	"21051"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	61	754366	8.1
	"Rectosigmoid Junction"	"21051"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	60	782590	7.7
	"Rectosigmoid Junction"	"21051"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	65	776187	8.4
	"Rectosigmoid Junction"	"21051"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	60	791733	7.6
	"Rectosigmoid Junction"	"21051"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	57	812775	7.0
	"Rectosigmoid Junction"	"21051"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	67	835182	8.0
	"Rectosigmoid Junction"	"21051"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	54	856308	6.3
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	44	468878	9.4
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	34	477129	7.1
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	48	489888	9.8
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	37	507372	7.3
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	34	536538	6.3
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	38	557335	6.8
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	48	576152	8.3
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	49	594447	8.2
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	27	644820	4.2
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	28	669694	4.2
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	26	703419	3.7
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	48	736932	6.5
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	33	768723	4.3
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	84	432359	19.4
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	64	440578	14.5
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	70	453785	15.4
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	51	471394	10.8
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	61	497765	12.3
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	57	517640	11.0
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	59	536231	11.0
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	55	554378	9.9
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	55	604758	9.1
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	67	631659	10.6
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	57	663675	8.6
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	62	697365	8.9
	"Rectosigmoid Junction"	"21051"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	54	726851	7.4
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	62	421385	14.7
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	51	419896	12.1
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	51	420767	12.1
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	46	424419	10.8
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	49	433249	11.3
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	34	441392	7.7
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	40	447920	8.9
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	46	454704	10.1
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	54	471023	11.5
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	50	499772	10.0
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	41	522283	7.9
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	46	542341	8.5
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	29	563239	5.1
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	99	374780	26.4
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	95	371635	25.6
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	68	371558	18.3
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	59	373678	15.8
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	64	382347	16.7
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	69	390594	17.7
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	92	397062	23.2
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	59	404155	14.6
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	58	419772	13.8
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	67	445386	15.0
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	50	467032	10.7
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	63	487138	12.9
	"Rectosigmoid Junction"	"21051"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	46	508539	9.0
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	75	417269	18.0
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	53	414038	12.8
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	48	407491	11.8
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	44	399642	11.0
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	54	393096	13.7
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	50	387637	12.9
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	45	384455	11.7
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	39	381294	10.2
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	43	384068	11.2
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	41	391631	10.5
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	34	401059	8.5
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	44	408750	10.8
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	40	421482	9.5
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	95	331615	28.6
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	89	331518	26.8
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	65	332802	19.5
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	78	331927	23.5
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	77	329697	23.4
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	61	326624	18.7
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	61	324467	18.8
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	54	321211	16.8
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	65	323083	20.1
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	58	331071	17.5
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	57	340666	16.7
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	55	348542	15.8
	"Rectosigmoid Junction"	"21051"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	51	359806	14.2
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	79	376714	21.0
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	68	384351	17.7
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	66	383245	17.2
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	69	379338	18.2
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	60	374711	16.0
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	58	365347	15.9
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	38	359318	10.6
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	33	350930	9.4
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	49	344532	14.2
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	48	338982	14.2
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	37	336384	11.0
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	30	335430	8.9
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	40	336911	11.9
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	95	276045	34.4
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	86	279126	30.8
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	62	277420	22.3
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	69	274786	25.1
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	87	273133	31.9
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	55	269484	20.4
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	55	271086	20.3
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	67	270156	24.8
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	54	269620	20.0
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	63	268981	23.4
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	48	268708	17.9
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	53	269063	19.7
	"Rectosigmoid Junction"	"21051"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	32	270850	11.8
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	68	260340	26.1
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	54	265866	20.3
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	52	275960	18.8
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	42	285913	14.7
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	56	293399	19.1
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	54	300388	18.0
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	46	304312	15.1
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	56	301829	18.6
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	44	299543	14.7
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	39	296995	13.1
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	34	291754	11.7
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	54	289649	18.6
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	27	286992	9.4
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	56	167314	33.5
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	46	171991	26.7
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	40	180780	22.1
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	48	189276	25.4
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	43	194889	22.1
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	60	199730	30.0
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	33	202327	16.3
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	38	200297	19.0
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	34	199442	17.0
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	39	199088	19.6
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	39	198757	19.6
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	39	202467	19.3
	"Rectosigmoid Junction"	"21051"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	35	205697	17.0
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	57	251989	22.6
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	58	259018	22.4
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	56	261819	21.4
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	47	264469	17.8
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	57	269814	21.1
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	56	272506	20.6
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	42	281638	14.9
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	45	289796	15.5
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	35	300014	11.7
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	55	309870	17.7
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	42	319987	13.1
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	43	329450	13.1
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	35	339472	10.3
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	37	112374	32.9
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	40	116947	34.2
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	35	120540	29.0
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	28	124017	22.6
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	40	129774	30.8
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	32	133635	23.9
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	28	140921	19.9
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	32	148090	21.6
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	21	156521	13.4
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	23	164246	14.0
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	29	171387	16.9
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	30	177902	16.9
	"Rectosigmoid Junction"	"21051"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	26	184372	14.1
	"Rectum"	"21052"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	17	1100836	1.5
	"Rectum"	"21052"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	19	989538	1.9
	"Rectum"	"21052"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	17	1010872	1.7
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	16	1078697	1.5
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	19	1030188	1.8
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	26	992266	2.6
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	23	978974	2.3
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	23	965556	2.4
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	20	947472	2.1
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	25	925662	2.7
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	22	904373	2.4
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	20	1131957	1.8
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	22	1118007	2.0
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	35	1095581	3.2
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	31	1077968	2.9
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	21	1061763	2.0
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	24	1056748	2.3
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	27	1050682	2.6
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	20	1035315	1.9
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	23	1015185	2.3
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	17	992233	1.7
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	17	965864	1.8
	"Rectum"	"21052"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	27	945397	2.9
	"Rectum"	"21052"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	39	1015283	3.8
	"Rectum"	"21052"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	38	1031554	3.7
	"Rectum"	"21052"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	31	1046981	3.0
	"Rectum"	"21052"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	39	1052154	3.7
	"Rectum"	"21052"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	42	1055489	4.0
	"Rectum"	"21052"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	45	1058398	4.3
	"Rectum"	"21052"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	47	1043891	4.5
