"Cancer Sites"	"Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Sigmoid Colon"	"21048"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	17	193369	8.8
	"Sigmoid Colon"	"21048"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	21	86399	24.3
	"Sigmoid Colon"	"21048"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	24	94122	25.5
	"Sigmoid Colon"	"21048"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	30	112464	26.7
	"Sigmoid Colon"	"21048"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	32	131515	24.3
	"Sigmoid Colon"	"21048"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	20	137545	14.5
	"Sigmoid Colon"	"21048"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	46	143185	32.1
	"Sigmoid Colon"	"21048"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	32	148550	21.5
	"Sigmoid Colon"	"21048"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	32	160159	20.0
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	18	75330	23.9
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	21	78417	26.8
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	24	82063	29.2
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	16	94945	16.9
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	26	100097	26.0
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	19	105927	17.9
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	29	115343	25.1
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	29	126776	22.9
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	27	138712	19.5
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	31	151964	20.4
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	23	162841	14.1
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	31	62817	49.3
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	18	66246	27.2
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	21	69757	30.1
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	17	73361	23.2
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	19	76497	24.8
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	20	80261	24.9
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	31	84109	36.9
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	21	88707	23.7
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	21	96051	21.9
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	39	105192	37.1
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	40	114319	35.0
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	38	124922	30.4
	"Sigmoid Colon"	"21048"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	40	132681	30.1
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	24	68410	35.1
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	23	69716	33.0
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	25	72197	34.6
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	33	75196	43.9
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	20	77593	25.8
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	25	79750	31.3
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	27	83168	32.5
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	21	86193	24.4
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	29	89990	32.2
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	32	93624	34.2
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	26	98971	26.3
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	28	104303	26.8
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	23	109850	20.9
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	22	51877	42.4
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	30	53510	56.1
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	28	56109	49.9
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	42	58999	71.2
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	35	61759	56.7
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	28	64747	43.2
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	28	68245	41.0
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	29	71143	40.8
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	34	74339	45.7
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	37	77497	47.7
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	37	81358	45.5
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	22	85188	25.8
	"Sigmoid Colon"	"21048"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	37	89731	41.2
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	29	57699	50.3
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	19	60402	31.5
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	30	62472	48.0
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	23	66530	34.6
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	30	68574	43.7
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	23	70516	32.6
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	30	72648	41.3
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	23	75476	30.5
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	25	78028	32.0
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	22	80139	27.5
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	23	83749	27.5
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	25	87230	28.7
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	29	42550	68.2
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	24	44474	54.0
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	40	45921	87.1
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	33	47172	70.0
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	40	48911	81.8
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	29	50586	57.3
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	26	52632	49.4
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	27	54808	49.3
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	45	57475	78.3
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	37	59974	61.7
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	29	62965	46.1
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	39	66484	58.7
	"Sigmoid Colon"	"21048"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	26	69414	37.5
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	22	40791	53.9
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	22	43636	50.4
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	24	46841	51.2
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	26	49539	52.5
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	23	52009	44.2
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	28	54330	51.5
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	16	56853	28.1
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	30	58467	51.3
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	25	60035	41.6
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	27	62251	43.4
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	32	64140	49.9
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	21	65918	31.9
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	21	68219	30.8
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	18	31823	56.6
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	37	33338	111.0
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	34	34940	97.3
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	38	36367	104.5
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	36	37642	95.6
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	25	38685	64.6
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	28	40127	69.8
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	30	41331	72.6
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	28	42437	66.0
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	20	44081	45.4
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	28	45809	61.1
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	24	47914	50.1
	"Sigmoid Colon"	"21048"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	35	50128	69.8
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	18	27727	64.9
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	23	30200	76.2
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	17	32912	51.7
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	21	35450	59.2
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	20	37827	52.9
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	16	40320	39.7
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	24	42517	56.4
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	29	44545	65.1
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	18	46433	38.8
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	16	50957	31.4
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	16	16987	94.2
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	16	18229	87.8
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	27	19806	136.3
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	17	21616	78.6
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	17	23566	72.1
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	20	26712	74.9
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	25	27780	90.0
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	20	28828	69.4
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	18	29854	60.3
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	20	30698	65.2
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	20	32267	62.0
	"Sigmoid Colon"	"21048"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	27	33878	79.7
	"Sigmoid Colon"	"21048"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	19	20209	94.0
	"Sigmoid Colon"	"21048"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	18	28718	62.7
	"Sigmoid Colon"	"21048"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	17	31122	54.6
	"Sigmoid Colon"	"21048"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	19	33931	56.0
	"Sigmoid Colon"	"21048"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	18	40044	45.0
	"Sigmoid Colon"	"21048"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	24	43522	55.1
	"Sigmoid Colon"	"21048"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	25	47467	52.7
	"Sigmoid Colon"	"21048"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	16	12154	131.6
	"Sigmoid Colon"	"21048"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	17	15795	107.6
	"Sigmoid Colon"	"21048"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	16	17402	91.9
	"Sigmoid Colon"	"21048"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	17	18666	91.1
	"Sigmoid Colon"	"21048"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	21	23959	87.6
	"Sigmoid Colon"	"21048"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	17	25858	65.7
	"Sigmoid Colon"	"21048"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	16	27982	57.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	17	217822	7.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	16	181865	8.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	20	184820	10.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	19	185902	10.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	16	187346	8.5
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	17	158785	10.7
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	17	173204	9.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	18	187004	9.6
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	19	191705	9.9
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	16	197367	8.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	21	201120	10.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	23	205134	11.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	17	210976	8.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	17	216838	7.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	29	219501	13.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	28	222090	12.6
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	16	138004	11.6
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	17	143633	11.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	17	150398	11.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	16	156347	10.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	18	162194	11.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	20	166764	12.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	19	171881	11.1
