"Cancer Sites"	"Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"All Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	17	1861	913.5
	"All Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	17	1947	873.1
	"All Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	28	2015	1389.6
	"All Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	18	2188	822.7
	"All Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	27	2312	1167.8
	"All Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	25	2456	1017.9
	"All Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	32	2597	1232.2
	"All Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	29	2703	1072.9
	"All Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	27	2872	940.1
	"All Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	25	2976	840.1
	"All Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	31	3129	990.7
	"All Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	35	3238	1080.9
	"All Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	16	1612	992.6
	"All Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	17	1763	964.3
	"All Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	24	1880	1276.6
	"All Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	21	2030	1034.5
	"All Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	21	2184	961.5
	"All Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	25	2313	1080.8
	"All Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	22	2467	891.8
	"All Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	23	2585	889.7
	"All Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	28	2727	1026.8
	"All Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	27	2854	946.0
	"All Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	21	2949	712.1
	"All Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	17	1306	1301.7
	"All Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	17	1601	1061.8
	"All Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	20	1930	1036.3
	"All Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	24	2016	1190.5
	"All Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	20	2060	970.9
	"All Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	16	1393	1148.6
	"All Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	18	1573	1144.3
	"All Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	17	1730	982.7
	"All Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	21	1846	1137.6
	"All Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	17	2154	789.2
	"All Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	17	2332	729.0
	"All Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	20	2532	789.9
	"All Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	20	2721	735.0
	"All Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	21	1305	1609.2
	"Digestive System"	"21010-21130"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	20	14136	141.5
	"Digestive System"	"21010-21130"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	16	9259	172.8
	"Male and Female Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	16	24714	64.7
	"Male and Female Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	17	21180	80.3
	"Male and Female Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	16	13663	117.1
	"Male and Female Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	17	14244	119.3
	"Male and Female Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	19	10426	182.2
	"Male and Female Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	22	13483	163.2
	"Male and Female Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	19	8825	215.3
	"Female Breast"	"26000-Female"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	16	24714	64.7
	"Female Breast"	"26000-Female"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	17	21180	80.3
	"Female Breast"	"26000-Female"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	16	13663	117.1
	"Female Breast"	"26000-Female"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	17	14244	119.3
	"Female Breast"	"26000-Female"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	19	10426	182.2
	"Female Breast"	"26000-Female"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	22	13483	163.2
	"Female Breast"	"26000-Female"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	19	8825	215.3
	"Male Genital System"	"28010-28040"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	19	8238	230.6
	"Male Genital System"	"28010-28040"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	19	10905	174.2
	"Male Genital System"	"28010-28040"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	18	11822	152.3
	"Male Genital System"	"28010-28040"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	17	5931	286.6
	"Male Genital System"	"28010-28040"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	26	7532	345.2
	"Male Genital System"	"28010-28040"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	18	7921	227.2
	"Prostate"	"28010"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	18	8238	218.5
	"Prostate"	"28010"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	19	10905	174.2
	"Prostate"	"28010"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	18	11822	152.3
	"Prostate"	"28010"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	17	5931	286.6
	"Prostate"	"28010"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	26	7532	345.2
	"Prostate"	"28010"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	17	7921	214.6
"---"
"Dataset: United States Cancer Statistics, 1999-2011 Incidence"
"Query Parameters:"
"Title: American_Indian_Alaska_Native"
"Age Group: All"
"Cancer Sites: All"
"Ethnicity: All"
"Race: American Indian or Alaska Native"
"Sex: All"
"State: California (06)"
"Year: All, 1999 to 2011"
"Group By: Cancer Sites, Age Group, Sex, Race, Year"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Standard Population: 2000 U.S. Std. Million"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cancer-v2011.html for more information."
"---"
"Query Date: Apr 28, 2015 3:33:09 PM"
"---"
"Suggested Citation: United States Cancer Statistics: 1999 - 2011 Incidence, WONDER Online Database. United States Department of"
"Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute; 2014. Accessed at"
"http://wonder.cdc.gov/cancer-v2011.html on Apr 28, 2015 3:33:09 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Count are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Count are hidden. Use Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data for in situ Breast Cancers are listed separately from Breast Cancers and not included in the ""all sites"" category."
"---"
Caveats:
"1. The ""Show Totals"" checkbox is disabled when data are grouped by Cancer Sites or by Childhood Cancer, because aggregate"
"values are displayed in the table. Also be aware that charts and maps containing both aggregate and detail data could be"
"misleading."
"2. Age-adjusted rates are not available when results are grouped by age."
"3. Data are suppressed if fewer than 16 cases are reported in the specific category. Data for the ""Asian / Pacific Islander"","
"""American Indian or Alaska Native"", and the ""Other Races Combined"" race categories are suppressed at the Metropolitan"
"Statistical Area level for populations less than 50,000 persons. Data are suppressed at the state level for certain race and"
"ethnicity groups: 1) American Indian or Alaska Native data are suppressed at the state level for Delaware, Georgia, Illinois,"
"Kansas, Kentucky, Missouri, New Jersey, New York, and South Carolina; 2) Asian or Pacific Islander data are suppressed at the"
"state level for Delaware, Illinois, Kansas, Kentucky, Missouri, and South Carolina; 3) Hispanic data are supressed at the state"
"level for Delaware, Kentucky, Massachusetts, Missouri, Pennsylvania, and South Carolina. More information:"
"http://wonder.cdc.gov/wonder/help/cancer-v2011.html#Confidentiality."
"4. Gender-specific cancers will show 'Not Applicable' when the wrong sex is selected. More information:"
"http://wonder.cdc.gov/wonder/help/cancer-v2011.html#Genital Cancers List."
"5. Data are from selected statewide and metropolitan area cancer registries that meet data quality criteria."
"6. For the 2005 year, the Census Bureau estimates that 203,937 persons were displaced from Alabama, Louisiana, Mississippi and"
"Texas due to Hurricanes Katrina and Rita. CDC WONDER does not include the displaced persons in the 2005 population counts for"
"these states, nor are these counts included in the summary populations for the affected division, regions or national"
"population. However, the USCS web site does include these displaced persons in the national population figures for 2005."
"7. Information on primary site, behavior, and histology was coded according to the International Classification of Diseases for"
"Oncology, Third Edition (ICD-O-3) and categorized according to the revised SEER recodes dated January 27, 2003, which define"
"standard groupings of primary cancer sites."
